,region,with_gdp,trend_model,lag,periods,MAE,RMSE,Max_error,MASE
694,NAQ,False,ARIMA,4,6,54.59267205818394,68.6418379496893,0.05777869078721071,15.441478685599792
695,NAQ,False,ARIMA,5,2,113.57915291685113,127.82056035097357,0.09230152976047672,12.646382320063221
696,NAQ,False,ARIMA,5,3,93.74132570144367,121.40697793605558,0.13362082980051485,14.602883869330677
697,NAQ,False,ARIMA,5,4,45.72648131331021,53.64498713782813,0.03763318029841174,17.427183694993577
698,NAQ,False,ARIMA,5,5,112.15670131398808,125.70707106219194,0.08616747423183665,10.7727080882095
699,NAQ,False,ARIMA,5,6,54.611785249493046,69.18284736876036,0.061284597852530646,15.254492056309168
700,NAQ,False,ARIMA,6,2,113.57915291685693,127.820560350979,0.09230152976047631,12.64638232006321
701,NAQ,False,ARIMA,6,3,88.62587171285416,102.24502090726163,0.09238727337855733,14.787453060943552
702,NAQ,False,ARIMA,6,4,54.981515738562905,63.07238716329226,0.048534657981354416,16.995160121839344
703,NAQ,False,ARIMA,6,5,113.36348744590775,126.26152795438384,0.08485500633796572,10.773112796821065
704,NAQ,False,ARIMA,6,6,52.61726499108919,69.58235036702132,0.06837123634295011,15.21234145571676
705,NAQ,False,ARIMA,7,2,113.57915291684901,127.82056035097057,0.09230152976047346,12.646382320063228
706,NAQ,False,ARIMA,7,3,88.62587171279584,102.24502090719187,0.09238727337848378,14.787453060943943
707,NAQ,False,ARIMA,7,4,55.836445470138045,64.37986342689764,0.049552768962458055,17.07017672858772
708,NAQ,False,ARIMA,7,5,115.1764510960486,132.85138057680686,0.11044757688961596,10.717885287164927
709,NAQ,False,ARIMA,7,6,56.87589092723346,75.30462229433574,0.07640934122019079,15.269784248191304
710,NAQ,False,ARIMA,8,2,113.57915291684736,127.8205603509689,0.09230152976047039,12.646382320063244
711,NAQ,False,ARIMA,8,3,88.62587171279097,102.24502090718971,0.09238727337849187,14.787453060943966
712,NAQ,False,ARIMA,8,4,35.53444023222881,48.90370473203115,0.056574907478387636,17.548994277928752
713,NAQ,False,ARIMA,8,5,114.7316938462928,133.45253921762725,0.10583481399237121,10.64245675745708
714,NAQ,False,ARIMA,8,6,56.330304115581676,82.9985046642099,0.09701124392321349,15.136603201638744
715,NAQ,False,ARIMA,9,2,113.57915291685003,127.82056035097163,0.09230152976047304,12.646382320063227
716,NAQ,False,ARIMA,9,3,88.62587171280124,102.2450209072023,0.09238727337850429,14.787453060943905
717,NAQ,False,ARIMA,9,4,50.725830892803,65.1268782386576,0.05970545170024293,17.238839418300984
718,NAQ,False,ARIMA,9,5,107.30977796706124,125.23052688089071,0.08698077217297052,10.462933669231635
719,NAQ,False,ARIMA,9,6,55.22561408823314,85.32033143821747,0.09592492067407203,15.331329620582808
720,NAQ,False,ARIMA,10,2,113.57915291684726,127.82056035096873,0.09230152976047039,12.646382320063244
721,NAQ,False,ARIMA,10,3,88.62587171279938,102.24502090719909,0.09238727337849956,14.787453060943932
722,NAQ,False,ARIMA,10,4,50.72583089271035,65.12687823851056,0.05970545169998548,17.238839418301254
723,NAQ,False,ARIMA,10,5,114.78390416334737,130.2803985739085,0.09360928185374309,10.572207107783298
724,NAQ,False,ARIMA,10,6,48.801726294820895,79.44096768638249,0.09236815845433193,15.497480695515438
725,NAQ,False,ARIMA,11,2,113.57915291684924,127.82056035097082,0.09230152976047243,12.646382320063221
726,NAQ,False,ARIMA,11,3,88.62587171279661,102.24502090719635,0.09238727337849818,14.78745306094396
727,NAQ,False,ARIMA,11,4,50.72583089268668,65.12687823851776,0.059705451700048595,17.238839418301225
728,NAQ,False,ARIMA,11,5,125.63392362619129,143.40270579045315,0.1109853899506968,10.590361847637446
729,NAQ,False,ARIMA,11,6,51.496952729092534,85.03284633146232,0.10189481735890382,15.443901424075607
730,NAQ,False,ARIMA,12,2,104.82062944734339,117.69669047932122,0.08429794444793041,12.740245539311076
731,NAQ,False,ARIMA,12,3,126.04063284587433,147.33077803151437,0.1368737203986993,14.911550036990818
732,NAQ,False,ARIMA,12,4,35.20897938760501,47.91861356679266,0.05078193893903774,17.96546907176575
733,NAQ,False,ARIMA,12,5,120.08914453183972,139.2943362196318,0.10475655688279656,10.970580458647811
734,NAQ,False,ARIMA,12,6,66.72144287385436,95.76342514126902,0.10046447439670768,15.35396857322843
735,NAQ,False,ARIMA,13,2,99.99736632855142,111.72040556218802,0.08096452795740468,12.966747741438175
736,NAQ,False,ARIMA,13,3,120.9639088710173,141.79310371779096,0.13030336415414442,15.170164195304785
737,NAQ,False,ARIMA,13,4,33.64444099736573,50.652685699857805,0.05356399186415405,17.804490518275248
738,NAQ,False,ARIMA,13,5,135.57647727468182,154.17389973496577,0.10976231687443827,10.85995122734573
739,NAQ,False,ARIMA,13,6,63.24058746709992,89.60442667003366,0.0817284446889786,15.090875134026048
740,NAQ,False,ARIMA,14,2,99.78333179730305,112.68612151323174,0.0874729307154311,12.81006178491007
741,NAQ,False,ARIMA,14,3,115.10480976001485,135.99153791776274,0.1273651987731254,15.246042621036064
742,NAQ,False,ARIMA,14,4,29.692530775755188,38.93879345475796,0.03824807785120526,17.61079470843536
743,NAQ,False,ARIMA,14,5,139.04071172040392,157.67096821841528,0.11520605554338327,10.879815263107675
744,NAQ,False,ARIMA,14,6,94.39723109063407,112.1867034675044,0.10113838229843367,14.136004674674655
745,NAQ,False,ARIMA,15,2,98.88006047387432,111.30076643082928,0.08712622373857196,12.87343876778141
746,NAQ,False,ARIMA,15,3,108.80993079248493,128.566189019957,0.11883498111578575,15.314743344200402
747,NAQ,False,ARIMA,15,4,46.77794936024597,56.88163467570792,0.06259560303740312,17.934700864505572
748,NAQ,False,ARIMA,15,5,138.43771188412845,164.4245024344923,0.15255122289351372,11.090285244990115
749,NAQ,False,ARIMA,15,6,109.98768613206012,126.24084289887618,0.09761989377122951,15.394388371619401
750,NAQ,True,Holt,1,2,44.05334605137597,53.31751896161607,0.050922620036489605,14.385695935828398
751,NAQ,True,Holt,1,3,53.14828750386618,69.79267533223431,0.06346317059786645,15.583725281301195
752,NAQ,True,Holt,1,4,26.39055484701484,30.071612278666315,0.021713557667058712,18.470125930009743
753,NAQ,True,Holt,1,5,82.87287465832635,90.2919984769929,0.05514781346772604,10.79012187335504
754,NAQ,True,Holt,1,6,124.02786400562756,133.5014795699918,0.09632435973644472,16.990330286233718
755,NAQ,True,Holt,2,2,40.018829894921765,49.39422618990375,0.047517850630094526,14.279111972984362
756,NAQ,True,Holt,2,3,51.86356238325698,69.11492484784748,0.06411106406686805,15.50114889333141
757,NAQ,True,Holt,2,4,28.169416194124693,32.33568256586998,0.023306044571408363,18.74216545234903
758,NAQ,True,Holt,2,5,83.61074677457897,90.86225648753356,0.05826464048282172,10.908211850956842
759,NAQ,True,Holt,2,6,125.27488261669193,134.9072163312504,0.09656861437131961,17.210861639405213
760,NAQ,True,Holt,3,2,31.2372469799207,40.76897881561194,0.04374308182567475,14.05348189246118
761,NAQ,True,Holt,3,3,49.03249113210105,63.36431547013088,0.053242764719629965,15.399216823988906
762,NAQ,True,Holt,3,4,29.30298817153543,33.404109589418624,0.023021195584296647,18.723069980793248
763,NAQ,True,Holt,3,5,84.27073578825024,91.80339852418194,0.06307471672670233,10.972720388153022
764,NAQ,True,Holt,3,6,124.96729496798692,135.09870523978415,0.10076586191669885,17.23034010384269
765,NAQ,True,Holt,4,2,31.237246979341887,40.76897881512518,0.043743081825648115,14.053481892461216
766,NAQ,True,Holt,4,3,57.185056050945526,73.22825694242256,0.06703491915244873,15.196148243291773
767,NAQ,True,Holt,4,4,28.456010713179268,31.5250077795865,0.021293893439456864,18.565977287356187
768,NAQ,True,Holt,4,5,82.94118773373332,90.96967545822571,0.059799193980513705,10.950388256022679
769,NAQ,True,Holt,4,6,124.6313360589615,136.85220067261383,0.11284804498271724,17.224871113189266
770,NAQ,True,Holt,5,2,31.23724697934661,40.768978815127596,0.04374308182561265,14.053481892461127
771,NAQ,True,Holt,5,3,65.24385313587611,85.3701184858057,0.0932898451515372,15.027161994146834
772,NAQ,True,Holt,5,4,31.23081847323518,36.504537833742916,0.024531141184766868,18.769574831862254
773,NAQ,True,Holt,5,5,86.31340826995252,94.88672364570836,0.06883386261581698,11.022070285021513
774,NAQ,True,Holt,5,6,124.24838289983916,137.11647933700826,0.11578333017732341,17.059588877403566
775,NAQ,True,Holt,6,2,31.237246979342633,40.768978815123404,0.04374308182561245,14.053481892461114
776,NAQ,True,Holt,6,3,57.23201915837004,67.59680639970745,0.051475496235066025,15.206426987642633
777,NAQ,True,Holt,6,4,30.997470282925757,39.51872733861593,0.03850015859590088,18.33344445422323
778,NAQ,True,Holt,6,5,87.75172038261155,95.42205480166069,0.06177085885088749,11.02246429313054
779,NAQ,True,Holt,6,6,123.11317690751059,135.22128640395485,0.11319533794128755,17.022330889856256
780,NAQ,True,Holt,7,2,31.237246979346782,40.76897881512863,0.043743081825614746,14.053481892461136
781,NAQ,True,Holt,7,3,57.23201915831845,67.59680639966344,0.051475496235068884,15.206426987643013
782,NAQ,True,Holt,7,4,36.61828854034027,47.309306998734215,0.04658286583977226,18.41716424350486
783,NAQ,True,Holt,7,5,91.34712967613832,101.08570215219434,0.07564000220649783,10.96869699976496
784,NAQ,True,Holt,7,6,122.93145811624527,136.79277359337868,0.1180423577907774,17.073106034613854
785,NAQ,True,Holt,8,2,31.237246979347457,40.768978815129834,0.043743081825615565,14.05348189246115
786,NAQ,True,Holt,8,3,57.232019158317286,67.59680639966184,0.05147549623506238,15.206426987643045
787,NAQ,True,Holt,8,4,42.146084161075485,46.52185194333993,0.02917629136668319,18.88286037375358
788,NAQ,True,Holt,8,5,94.64941675618316,102.27478415629363,0.07084674506870006,10.89526280165993
789,NAQ,True,Holt,8,6,120.86584566742606,136.3276461493755,0.12017613837921091,16.955383921423213
790,NAQ,True,Holt,9,2,31.237246979345723,40.76897881512777,0.04374308182561464,14.05348189246113
791,NAQ,True,Holt,9,3,57.232019158326636,67.59680639967017,0.05147549623506376,15.206426987642981
792,NAQ,True,Holt,9,4,33.16666405576725,37.12862687283316,0.023961491716513898,18.594412026356228
793,NAQ,True,Holt,9,5,87.42343005751843,93.56920058786618,0.05622591474950755,10.720486306927299
794,NAQ,True,Holt,9,6,120.37785985528278,136.68850946472313,0.11931682502679616,17.127507554068604
795,NAQ,True,Holt,10,2,31.23724697934722,40.768978815129614,0.043743081825615614,14.05348189246115
796,NAQ,True,Holt,10,3,57.23201915832356,67.5968063996681,0.051475496235066816,15.20642698764301
797,NAQ,True,Holt,10,4,33.166664055697304,37.128626872775975,0.023961491716460927,18.594412026356483
798,NAQ,True,Holt,10,5,89.1093434160037,99.13806709903228,0.07644963745521202,10.826870553913166
799,NAQ,True,Holt,10,6,120.2075158547729,132.3045917807133,0.09952227890297236,17.274372713610997
800,NAQ,True,Holt,11,2,31.237246979346185,40.76897881512824,0.043743081825614746,14.053481892461127
801,NAQ,True,Holt,11,3,57.23201915832167,67.59680639966692,0.051475496235066816,15.206426987643034
802,NAQ,True,Holt,11,4,33.16666405573769,37.12862687283424,0.023961491716444384,18.59441202635646
803,NAQ,True,Holt,11,5,100.20889970411285,112.09051552810509,0.09423194701960379,10.844545282138125
804,NAQ,True,Holt,11,6,120.11150311213957,134.16121385093672,0.09961319943799549,17.22701263332643
805,NAQ,True,Holt,12,2,37.82291667203657,47.61318118290147,0.04626725464661688,14.154248596059817
806,NAQ,True,Holt,12,3,92.4769974994086,106.73161791354589,0.09669416169034066,15.326957632056043
807,NAQ,True,Holt,12,4,43.587082838354114,50.7239577823347,0.03633955543145065,19.270187743568474
808,NAQ,True,Holt,12,5,94.98329532520172,108.37107462509385,0.08366914817638758,11.214710906634574
809,NAQ,True,Holt,12,6,116.06170734487405,136.5566012389205,0.11355855865232423,17.14751869990994
810,NAQ,True,Holt,13,2,44.021473094774414,55.712135957588195,0.050493015761179885,14.39740966009623
811,NAQ,True,Holt,13,3,88.2888525632294,102.95481983822349,0.08981794751896562,15.57813966846717
812,NAQ,True,Holt,13,4,43.95252443939443,52.55695209258961,0.037935714680892504,19.120475442505462
813,NAQ,True,Holt,13,5,110.58100428658152,121.96266045421363,0.08656387313790116,11.107006714081567
814,NAQ,True,Holt,13,6,124.97333635801049,142.6500809885101,0.10823914744856086,16.90958140109532
815,NAQ,True,Holt,14,2,43.16641018487339,54.048330795495005,0.04975407543253014,14.229199710916317
816,NAQ,True,Holt,14,3,81.89945982525629,97.36289664457128,0.08674300703190284,15.651837479983406
817,NAQ,True,Holt,14,4,38.78337342204142,47.39316493395055,0.04403870910170551,18.94033563649642
818,NAQ,True,Holt,14,5,114.04972835089542,127.05174859890597,0.0985512791576263,11.126345544401577
819,NAQ,True,Holt,14,6,130.4801957437033,152.35771046638538,0.12164880127271904,15.896740269046104
820,NAQ,True,Holt,15,2,44.477054236638565,54.709813662721665,0.05110668668552138,14.2972379659341
821,NAQ,True,Holt,15,3,75.5055255194007,92.21543035160974,0.0778156975593117,15.718563863642512
822,NAQ,True,Holt,15,4,44.42141368418432,56.6165178560303,0.05435851402961292,19.24157288147272
823,NAQ,True,Holt,15,5,115.09874065449999,136.26113054640265,0.13108278729306255,11.331250696398847
824,NAQ,True,Holt,15,6,126.5360484668784,157.58365489125703,0.14059551263803172,17.183246787385563
825,NAQ,True,ARIMA,1,2,106.2867057574145,121.71471815967861,0.08373721060202165,12.955836519478003
