,region,with_gdp,trend_model,lag,periods,MAE,RMSE,Max_error,MASE
0,BFC,False,Holt,1,2,21.865077160908104,24.3464077008164,0.051011054338063834,10.979465248978126
1,BFC,False,Holt,1,3,27.58056956551326,31.41163556926334,0.06624178192682607,11.08066969495134
2,BFC,False,Holt,1,4,19.234958352757683,24.72945302182826,0.07049999329565831,11.06738617823876
3,BFC,False,Holt,1,5,15.78163977018869,19.27687207650408,0.04311520494962988,8.431794050328993
4,BFC,False,Holt,1,6,21.854252015382574,24.739419669421196,0.047832437414759135,13.22932610156681
5,BFC,False,Holt,2,2,19.604500654738786,21.881930003481568,0.043076907789456866,11.211127970057374
6,BFC,False,Holt,2,3,26.415989525833268,30.331665024078184,0.05791769149400513,11.079675940705972
7,BFC,False,Holt,2,4,19.04610221220223,24.336416228114054,0.06596820691691459,11.20660262068301
8,BFC,False,Holt,2,5,15.238306170861355,18.685711818962073,0.04172101389659754,8.563719158167379
9,BFC,False,Holt,2,6,21.526416913396375,24.46162942912185,0.04614735939902367,13.229105512351047
10,BFC,False,Holt,3,2,21.011147165214457,23.86167684164292,0.04926360161216211,11.265547722941635
11,BFC,False,Holt,3,3,27.220865920608674,31.34170662955056,0.06473147034082391,11.115142109960303
12,BFC,False,Holt,3,4,19.52893795984056,24.708664910459163,0.06616271433464174,11.120121292498013
13,BFC,False,Holt,3,5,16.087390514221152,19.161987305172374,0.0442667383311925,8.660714922261516
14,BFC,False,Holt,3,6,21.83222129668113,24.705809242087167,0.04566227666730176,13.207393487072112
15,BFC,False,Holt,4,2,21.011147165817757,23.86167684244033,0.04926360161538173,11.26554772294523
16,BFC,False,Holt,4,3,28.76131764004077,32.487654120535765,0.07026161244978749,11.099332688881294
17,BFC,False,Holt,4,4,19.3496124225518,24.7554758896669,0.06598650492236668,11.15606963777981
18,BFC,False,Holt,4,5,16.93127509900658,20.373632086260315,0.05305261837176296,8.637870419599981
19,BFC,False,Holt,4,6,22.188648127639464,24.899560210742806,0.045359720674239,13.179980681515692
20,BFC,False,Holt,5,2,21.011147165830224,23.861676842457225,0.0492636016154156,11.265547722945216
21,BFC,False,Holt,5,3,26.032408684110994,31.67408273200267,0.08253488397351104,11.239138489087319
22,BFC,False,Holt,5,4,19.384650869508118,23.61592276976256,0.05761686232094733,11.285396539357773
23,BFC,False,Holt,5,5,16.98703083858305,20.06677351503227,0.055086780079657456,8.503513023775032
24,BFC,False,Holt,5,6,22.505659191927137,24.90812119792603,0.0466345481262444,13.286473421011477
25,BFC,False,Holt,6,2,21.011147165828802,23.861676842456546,0.04926360161541532,11.265547722945218
26,BFC,False,Holt,6,3,27.350613177261167,31.28599545695087,0.07205583343094762,11.890729109478368
27,BFC,False,Holt,6,4,19.842665749844695,23.374419952371223,0.04822545824163797,11.127430399955896
28,BFC,False,Holt,6,5,16.354835753958454,19.369183305686175,0.050283078902393516,8.45056465492579
29,BFC,False,Holt,6,6,21.24858006745252,24.288835296676663,0.042158093625389734,13.286266890835508
30,BFC,False,Holt,7,2,21.011147165827538,23.861676842455346,0.049263601615414494,11.26554772294523
31,BFC,False,Holt,7,3,27.350613177247215,31.28599545693985,0.07205583343089633,11.89072910947937
32,BFC,False,Holt,7,4,22.100168325972845,30.031484346878905,0.08771649695385604,11.361488647061098
33,BFC,False,Holt,7,5,16.6641515602437,19.944737498175588,0.048711120655167084,8.436247834207839
34,BFC,False,Holt,7,6,23.009839542142203,26.10634887279706,0.050541163601716996,13.496286104564135
35,BFC,False,Holt,8,2,21.01114716582666,23.861676842454518,0.04926360161541311,11.265547722945236
36,BFC,False,Holt,8,3,27.35061317723593,31.28599545693057,0.07205583343088719,11.89072910947927
37,BFC,False,Holt,8,4,20.414881708466964,28.127778670470516,0.08185995309812029,11.445590789525522
38,BFC,False,Holt,8,5,16.418825144682984,19.25382450423066,0.048656769868747306,8.442377369405968
39,BFC,False,Holt,8,6,22.733439603582426,26.04266693463727,0.0501794793302748,13.450582344710234
40,BFC,False,Holt,9,2,21.011147165827335,23.86167684245516,0.04926360161541422,11.265547722945223
41,BFC,False,Holt,9,3,27.350613177233694,31.28599545692881,0.0720558334308869,11.890729109479276
42,BFC,False,Holt,9,4,20.5611828962918,27.501187651745685,0.06929951996618053,11.488716780345808
43,BFC,False,Holt,9,5,17.78591729376663,20.62893822883363,0.05196325872345211,8.399598322754967
44,BFC,False,Holt,9,6,22.376254587468733,25.836326428031573,0.05210156110325509,13.257242262515666
45,BFC,False,Holt,10,2,21.011147165827506,23.861676842455413,0.049263601615414765,11.26554772294524
46,BFC,False,Holt,10,3,27.35061317723535,31.28599545693009,0.0720558334308856,11.890729109479208
47,BFC,False,Holt,10,4,20.561182896299496,27.501187651729666,0.0692995199661524,11.488716780346824
48,BFC,False,Holt,10,5,15.616565549852055,19.26190028623195,0.03832374934943801,9.114211262233896
49,BFC,False,Holt,10,6,21.266020175121103,26.312788233536317,0.053796035220036065,12.977609616965454
50,BFC,False,Holt,11,2,21.011147165826895,23.86167684245473,0.04926360161541381,11.265547722945245
51,BFC,False,Holt,11,3,27.350613177234294,31.28599545692904,0.0720558334308859,11.89072910947924
52,BFC,False,Holt,11,4,20.561182896298252,27.501187651726212,0.06929951996615544,11.4887167803469
53,BFC,False,Holt,11,5,17.272771200437052,20.923777567869163,0.04884520255514811,8.978946173204497
54,BFC,False,Holt,11,6,23.030853661013566,27.496934376174718,0.056723455964442074,13.126607172331594
55,BFC,False,Holt,12,2,25.534863423011743,28.858985801166444,0.05676046396371463,11.149151127606759
