,avgtemp_BRE,avgtemp_COR,avgtemp_CVL,avgtemp_IDF,avgtemp_PDL,avgtemp_PAC,avgtemp_NOR,avgtemp_GES,avgtemp_NAQ,avgtemp_ARA,avgtemp_BFC,avgtemp_OCC,avgtemp_HDF
2017-06-01,18.0,24.0,21.0,21.0,21.0,24.0,19.0,21.0,21.49141674300195,20.26285425101215,21.66093252971706,23.12931081898685,19.609782164523946
2017-07-01,21.0,30.0,23.0,23.0,23.0,29.0,20.0,22.28833597409155,23.692965655075607,24.0,22.66093252971706,26.12931081898685,21.0
2017-08-01,20.0,31.0,24.0,24.0,23.0,29.0,21.0,22.84249473299323,24.49141674300195,25.0,24.0,26.12931081898685,21.60978216452394
2017-09-01,16.0,22.0,17.0,18.0,18.0,21.0,16.0,16.144167987045776,18.088318918854615,16.26285425101215,16.321865059434117,19.12931081898685,17.0
2017-10-01,16.0,21.0,16.0,17.0,17.0,20.0,16.0,14.28833597409155,17.289867830928277,15.262854251012143,14.660932529717062,17.752873879324568,15.0
2017-11-01,12.0,15.0,9.0,10.0,11.0,13.0,11.0,7.590009228144098,10.886770006780953,6.52570850202429,7.660932529717059,10.129310818986854,9.390217835476065
2017-12-01,10.0,11.0,7.0,7.0,9.0,9.0,9.0,4.5900092281440985,8.19380435170535,2.525708502024292,4.3218650594341215,7.129310818986856,7.0
2018-01-01,8.722389498455064,11.127221900453975,6.18742708074276,5.878461293334196,7.879091858044967,8.574277103605368,7.299512377987195,3.435249573705869,7.62690502966271,3.061192638978414,4.140303885481943,7.101766641374981,5.6161797836171905
2018-02-01,8.549122697250299,11.382481612167467,6.755686184067415,6.541994783044496,8.138638122804851,9.356135385804851,7.308158928167897,4.525758036488073,7.855317893074908,4.0709226669694765,5.112816223218341,7.469775296255387,6.411082159376832
2018-03-01,10.119486378477077,13.50964326432837,10.579362610648838,10.365892047579987,10.721462301863204,12.600803212605962,9.616977103869612,8.951273405536922,11.245013862105532,8.546833090310205,9.359655880727942,11.206931434234118,9.502599566909135
2018-04-01,11.813089883781744,16.33459731029812,13.029303148716968,13.198220514288144,12.915132641660644,16.05296918475031,11.940621787324183,12.351387312551473,13.69614988146078,12.259311078813507,12.85812791345372,14.504081230250288,12.18271853040136
2018-05-01,14.131319977689872,19.523789071639037,16.22955499708601,15.907561308852392,15.72998419025616,19.244068672204705,14.39366345560746,15.674829605313441,16.49438714239548,15.311329697754612,15.557218574180244,17.704769239507762,15.262475411823399
2018-06-01,17.199359831279292,23.585773485416777,19.80486397037374,19.742374044190118,19.41873406930936,23.80733159548354,17.59797549721366,19.425950805801396,20.169582830550112,19.919021082086783,19.834471940060627,22.04144782734665,18.495532252833897
2018-07-01,19.392351832897887,27.14730617701111,22.13017076415305,22.077278969013133,21.48214366179957,26.74478384925808,19.552611273975405,21.65284733315805,22.43836792242775,22.407282078750875,22.028515003526504,24.61049402717006,20.62511969944671
2018-08-01,18.960222381836623,27.208733093733688,22.330407539898065,22.03712320811142,21.545296703107248,26.556876301348893,19.632189433124992,21.3481350460034,22.64794285464879,22.204589824000767,22.014730061620018,24.63199802151182,20.657106105110525
2018-09-01,17.527635237216927,23.520177280061183,18.78030423229139,18.746598323391403,19.107722555723797,22.368596582170756,17.836168062139272,17.4243788937307,19.68939958170595,17.76455464619918,17.913724633168357,20.700165312199953,17.93255938687557
2018-10-01,15.093642753137816,19.83191176740003,15.103805547224585,15.079508384459093,16.042731387613212,18.429589572609803,14.788116351959221,12.94675895467622,16.474245356676555,13.78469682746996,13.68879718982012,17.142311432234738,14.108869547098179
2018-11-01,11.65419130599496,15.76987025825266,10.296264605894594,10.280840583395456,11.84382039484014,13.487018431856,10.733076375039905,7.88623318287835,11.612092082408608,8.46030268807062,8.75201497497654,11.738184495693226,9.501712762705822
2018-12-01,9.569618693630265,12.213905747821999,6.7127786195893115,6.579573528524736,8.862336174684,9.65666956365833,8.404404040839221,4.465342086645018,8.468500636101611,4.25718276558691,4.963592405543862,8.257995824099764,6.475534592132149
2019-01-01,8.2507261275176,10.953219010221192,5.916227708612361,5.622320599795494,7.496557555908555,8.473525855042302,6.908166947426936,3.1431732649165123,7.236251340766957,3.3738513850659113,4.083105718114557,7.165045375386975,5.294523061432462
2019-02-01,8.057055330750547,10.910937738182621,6.479748943540356,6.318237133413705,7.679157144594146,9.046233298677912,6.970107302858461,4.190084550513497,7.280674552566352,4.044488579253717,4.870816639735082,7.2268459575006485,6.136070668058307
2019-03-01,9.612661557127986,12.965498979198633,10.293854811639711,10.143077674155025,10.230979504834643,12.225688854696257,9.287609978547726,8.59708171878355,10.610871719382812,8.433543389657054,9.061921768825608,10.869545307148082,9.232777955518877
2019-04-01,11.293034732626088,15.764257384932804,12.733099789674704,12.968855569421045,12.406218786474328,15.650431076841981,11.60675664138451,11.983757345445914,13.0347051331899,12.11809165105669,12.53706051941747,14.131298790158686,11.90708200832813
2019-05-01,13.598447512592555,18.93682671347772,15.922394188986575,15.66985959128674,15.206078704804783,18.824027520923266,14.051404715055188,15.29479033093348,15.813966465474891,15.155946393982122,15.220951980884207,17.313063301463412,14.97810263324194
2019-06-01,16.65378175370541,22.98416362718481,19.486684748091495,19.49590980268592,18.880777999608263,23.37239190658649,17.246171978811276,19.033710649773006,19.47233969512072,19.752689783629815,19.48504814624834,21.635412896122293,18.20164771353588
2019-07-01,18.83409835286687,26.53145624321008,21.80095893562111,21.821950723338134,20.930394483112266,26.295629389587532,19.190922790924223,21.248448513535816,21.724859265393004,22.230754057192296,21.666446637226606,24.19141157615315,20.3215175330907
2019-08-01,18.389301669745105,26.578727135188398,21.990159801346284,21.77290676987444,20.97982486205403,26.093686581774815,19.26051545663496,20.93158611434678,21.91831271270022,22.018040586124904,21.640145814143693,24.20022547204024,20.34373166215357
2019-09-01,16.944049502774877,22.87603263628146,18.429019814635367,18.47348792715168,18.5285473268798,21.891418730091626,17.45447888489174,16.99568158221731,18.943685206044513,17.568025192666845,17.52665681147631,20.25580235421969,17.60939815997993
2019-10-01,14.49739259396838,19.173632015490583,14.741484271429224,14.797502655990991,15.449858044606106,17.93843596048913,14.396403195127927,12.505913614170634,15.712456381319518,13.578196736567216,13.289253904325559,16.685385870703897,13.775917685127379
2019-11-01,11.045276883727233,15.097456136162728,9.922906430282326,9.989939195144473,11.23725038056289,12.981892307864875,10.331336644389022,7.433239884450622,10.834230998934391,8.243834197409306,8.339998261736117,11.268704085814086,9.158969243332237
2019-12-01,8.948040051977355,11.527357407788973,6.32838353445802,6.279776402416387,8.242069883919896,9.137571780546523,7.9926369697446775,4.000200844690879,7.674568088889696,4.030746397902168,4.539102775693894,7.775962728909656,6.122999143967377
